input_file_path	location	detected_objects	detected_scores	detected_boxes	output_file_path
Netlight Copenhagen/751974343_295x166.jpg	Copenhagen	[u'bird', u'horse']	[0.6223033, 0.02143375]	[(0.0, 0.2865956425666809, 0.9719482064247131, 0.7515001893043518), (0.046269841492176056, 0.3122936189174652, 0.9334796071052551, 0.8853394985198975)]	Test_Output_Data/751974343_295x166-2019-08-27-110420.jpg
Netlight Copenhagen/Alieu-Jallow2-320x320.jpg	Copenhagen	[u'person', u'dog', u'horse']	[0.99779993, 0.8763827, 0.17928551]	[(0.2509637176990509, 0.5832881331443787, 0.995883584022522, 0.9791465401649475), (0.28440988063812256, 0.3101663887500763, 0.9307806491851807, 0.6933343410491943), (0.24394170939922333, 0.2341475784778595, 0.9684568643569946, 0.7688828706741333)]	Test_Output_Data/Alieu-Jallow2-320x320-2019-08-27-110435.jpg
Netlight Copenhagen/D3JYO6kWkAAnYvX.jpg	Copenhagen	[u'person', u'horse', u'wine glass']	[0.9960382, 0.00035361154, 0.0007574459]	[(0.056624602526426315, 0.02389945089817047, 0.9996843934059143, 0.3056432604789734), (0.6151815056800842, 0.0, 0.9935040473937988, 0.09818147122859955), (0.6544669270515442, 0.11208517849445343, 0.9756110310554504, 0.1921616643667221)]	Test_Output_Data/D3JYO6kWkAAnYvX-2019-08-27-110449.jpg
Netlight Copenhagen/D3UPPLIWkAY0DrG.jpg	Copenhagen	[u'wine glass', u'person', u'chair', u'chair', u'wine glass', u'person', u'wine glass', u'person']	[0.070567705, 0.99644345, 0.93458366, 0.9175511, 0.0018890934, 0.9971113, 0.0038964169, 0.99832815]	[(0.45661333203315735, 0.3501739799976349, 0.5195878744125366, 0.38037630915641785), (0.33658191561698914, 0.04162605106830597, 1.0, 0.36310604214668274), (0.5336533784866333, 0.004533848725259304, 0.607674241065979, 0.050950974225997925), (0.5362533926963806, 0.049604229629039764, 0.5850842595100403, 0.0875990241765976), (0.4702601134777069, 0.33334121108055115, 0.5208901166915894, 0.35210952162742615), (0.3538386821746826, 0.3224039673805237, 0.9949377775192261, 0.5649535655975342), (0.4606722593307495, 0.35122859477996826, 0.5136063098907471, 0.3670122027397156), (0.2253030240535736, 0.5236298441886902, 0.9974178075790405, 0.8939551115036011)]	Test_Output_Data/D3UPPLIWkAY0DrG-2019-08-27-110504.jpg
Netlight Copenhagen/D3UPPLUXsAgspmt.jpg	Copenhagen	[u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person']	[0.6426571, 0.50642014, 0.92779464, 0.509392, 0.61396295, 0.65284413, 0.67413104, 0.8133818, 0.51950806, 0.58668345, 0.64963347, 0.5150289, 0.9926824, 0.99908674]	[(0.82413250207901, 0.5224196910858154, 0.9154937863349915, 0.5584720969200134), (0.8287807703018188, 0.4969996213912964, 0.9184566736221313, 0.5338476300239563), (0.8293998837471008, 0.5652236938476562, 0.9100115895271301, 0.6173682808876038), (0.8452200293540955, 0.22935278713703156, 0.9119078516960144, 0.26823684573173523), (0.8257825374603271, 0.5084722638130188, 0.9164769649505615, 0.5477927327156067), (0.8602915406227112, 0.07727068662643433, 0.9982309937477112, 0.12845736742019653), (0.850208580493927, 0.27468428015708923, 0.9339402318000793, 0.33358076214790344), (0.684259831905365, 0.0, 0.9739850163459778, 0.6355115175247192), (0.8179134726524353, 0.5330363512039185, 0.9143460392951965, 0.5637519955635071), (0.8168436884880066, 0.7959001660346985, 0.9119165539741516, 0.8351366519927979), (0.810859203338623, 0.9275327920913696, 0.9307497143745422, 0.979050874710083), (0.8183567523956299, 0.872404158115387, 0.9253548383712769, 0.9153359532356262), (0.5916576385498047, 0.364194393157959, 0.9645169377326965, 0.45907989144325256), (0.5791484713554382, 0.7077476382255554, 0.9760265350341797, 0.796342134475708)]	Test_Output_Data/D3UPPLUXsAgspmt-2019-08-27-110519.jpg
Netlight Copenhagen/D45jomGWkAICGLi.jpg	Copenhagen	[u'wine glass', u'person', u'laptop', u'dining table', u'laptop', u'wine glass', u'person', u'cup', u'person', u'person', u'laptop', u'dining table', u'wine glass', u'cup', u'wine glass', u'laptop', u'person', u'person', u'person', u'chair']	[0.0024995878, 0.9972146, 0.6934395, 0.73968476, 0.98057806, 0.002814917, 0.86850953, 0.97246665, 0.8680536, 0.9878336, 0.99078417, 0.5364738, 0.0041949623, 0.9797101, 0.008316618, 0.9741805, 0.9965732, 0.7983646, 0.9504542, 0.750289]	[(0.6236042380332947, 0.38361138105392456, 0.6659311056137085, 0.3992273211479187), (0.2702098786830902, 0.5015524625778198, 0.7026988863945007, 0.7290470004081726), (0.6377496719360352, 0.8673701882362366, 0.7354487776756287, 0.9934778213500977), (0.7044736742973328, 0.7400234341621399, 0.9635587930679321, 0.9748397469520569), (0.7292214035987854, 0.36186662316322327, 0.9608709216117859, 0.5792121887207031), (0.6212008595466614, 0.3979276120662689, 0.667869508266449, 0.41686955094337463), (0.5501093864440918, 0.961772084236145, 0.7014774680137634, 1.0), (0.8637176752090454, 0.9314722418785095, 0.9886853098869324, 0.9888882040977478), (0.43498316407203674, 0.4012140929698944, 0.6543799638748169, 0.5342913269996643), (0.4315263032913208, 0.27399566769599915, 0.84393709897995, 0.3978276550769806), (0.5767040252685547, 0.5377926826477051, 0.7063762545585632, 0.687978208065033), (0.6954632997512817, 0.6057428121566772, 0.97324138879776, 0.939203679561615), (0.6064055562019348, 0.3890964686870575, 0.6667101383209229, 0.4074104130268097), (0.8228253126144409, 0.6053214073181152, 0.9148205518722534, 0.6537547707557678), (0.866095781326294, 0.9197040796279907, 1.0, 0.9923974871635437), (0.5841154456138611, 0.392621785402298, 0.7003626227378845, 0.525302529335022), (0.4905763864517212, 0.024647433310747147, 0.9946163892745972, 0.4515094757080078), (0.42624610662460327, 0.5620723366737366, 0.6810569763183594, 0.721149206161499), (0.5429772138595581, 0.0, 0.8780799508094788, 0.10127781331539154), (0.5761104822158813, 0.817147433757782, 0.6842812895774841, 0.9238121509552002)]	Test_Output_Data/D45jomGWkAICGLi-2019-08-27-110535.jpg
Netlight Copenhagen/D55G-dbW0AMqBbh.jpg	Copenhagen	[u'horse', u'person']	[0.00039809424, 0.99784315]	[(0.04674186930060387, 0.12432733178138733, 0.532357931137085, 0.8538082242012024), (0.7440403699874878, 0.45370176434516907, 1.0, 0.547152042388916)]	Test_Output_Data/D55G-dbW0AMqBbh-2019-08-27-110550.jpg
Netlight Copenhagen/D7AW7o_W0AEgmsJ.jpg	Copenhagen	[u'person', u'tie', u'person', u'person', u'person']	[0.9839892, 0.6593937, 0.99221027, 0.9857157, 0.99094373]	[(0.24568119645118713, 0.2702207565307617, 0.6395577192306519, 0.43160247802734375), (0.6795797348022461, 0.5205063223838806, 0.8240199089050293, 0.5643029808998108), (0.43141138553619385, 0.47249501943588257, 0.8362616300582886, 0.655017077922821), (0.14843882620334625, 0.6426381468772888, 0.5005419850349426, 0.8188573718070984), (0.4541893005371094, 0.7973989248275757, 0.8461611270904541, 0.9463183879852295)]	Test_Output_Data/D7AW7o_W0AEgmsJ-2019-08-27-110605.jpg
Netlight Copenhagen/D7q0WQNWkAEBW2l.jpg	Copenhagen	[u'teddy bear', u'wine glass', u'horse', u'wine glass', u'person', u'laptop']	[0.72423434, 0.0045741554, 0.0006789976, 0.0014771568, 0.99960154, 0.5264079]	[(0.6379866003990173, 0.5985503196716309, 0.7128417491912842, 0.6954882144927979), (0.27830278873443604, 0.5198046565055847, 0.3261492848396301, 0.5804920196533203), (0.6306560635566711, 0.5922263860702515, 0.7154070734977722, 0.6964302062988281), (0.27685680985450745, 0.5308963060379028, 0.31526699662208557, 0.5775989890098572), (0.17785784602165222, 0.4167647361755371, 0.7059111595153809, 0.7479990720748901), (0.6866815686225891, 0.3394779860973358, 0.9907368421554565, 0.9466038346290588)]	Test_Output_Data/D7q0WQNWkAEBW2l-2019-08-27-110620.jpg
Netlight Copenhagen/D8I7lhEXkAIygsC.jpg	Copenhagen	[u'book', u'book', u'book', u'book', u'person', u'book']	[0.9409914, 0.9753863, 0.5336983, 0.9268167, 0.9968635, 0.9496302]	[(0.23713794350624084, 0.023958377540111542, 0.9629092812538147, 0.5665803551673889), (0.035020649433135986, 0.44720709323883057, 1.0, 0.9804025888442993), (0.4557304084300995, 0.014353408478200436, 0.9851140379905701, 0.5005269050598145), (0.0, 0.0, 0.9649623036384583, 0.7136642932891846), (0.10357874631881714, 0.04259384050965309, 0.5466375350952148, 0.3667331337928772), (0.05040039122104645, 0.11163825541734695, 0.9755326509475708, 0.9598435759544373)]	Test_Output_Data/D8I7lhEXkAIygsC-2019-08-27-110636.jpg
Netlight Copenhagen/D9Ql3huXoAAnUQA.jpg	Copenhagen	[u'person', u'person', u'person', u'person', u'person', u'horse']	[0.69586813, 0.99520856, 0.98784745, 0.98446816, 0.9394999, 0.0013421718]	[(0.3470867872238159, 0.06661077588796616, 0.9786640405654907, 0.47249290347099304), (0.2928052842617035, 0.6816824078559875, 0.9957564473152161, 1.0), (0.5052201747894287, 0.22400034964084625, 0.9952455163002014, 0.7045677304267883), (0.35452553629875183, 0.0048005166463553905, 0.9927569031715393, 0.3544650971889496), (0.35899487137794495, 0.2124931663274765, 0.9320058226585388, 0.5875943303108215), (0.8111156225204468, 0.6960245966911316, 0.995370626449585, 0.8150240778923035)]	Test_Output_Data/D9Ql3huXoAAnUQA-2019-08-27-110651.jpg
Netlight Copenhagen/D9Ql3kEWkAAIGOX.jpg	Copenhagen	[u'person', u'potted plant']	[0.9998567, 0.50478065]	[(0.6758164167404175, 0.06220399960875511, 0.9655694961547852, 0.19119834899902344), (0.5684835314750671, 0.9216209053993225, 0.6460750699043274, 0.9745782613754272)]	Test_Output_Data/D9Ql3kEWkAAIGOX-2019-08-27-110706.jpg
Netlight Copenhagen/D9Ql3mPXsAAyptG.jpg	Copenhagen	[u'boat', u'horse', u'boat', u'boat']	[0.70802236, 0.0013252408, 0.7569742, 0.57186514]	[(0.6866207718849182, 0.5463500022888184, 0.7046283483505249, 0.5685358047485352), (0.6554434299468994, 0.5921884179115295, 0.6946179270744324, 0.6193872690200806), (0.684637725353241, 0.5497201085090637, 0.7043103575706482, 0.5771012902259827), (0.6826698184013367, 0.5481027960777283, 0.6997331380844116, 0.5722780227661133)]	Test_Output_Data/D9Ql3mPXsAAyptG-2019-08-27-110722.jpg
Netlight Copenhagen/D9Ql3mmWsAEPaet.jpg	Copenhagen	[u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'backpack', u'person', u'person', u'person']	[0.53214955, 0.8769206, 0.9147671, 0.6797574, 0.90497285, 0.9940315, 0.515079, 0.7617768, 0.7566086, 0.88646674, 0.9242067, 0.99293244, 0.9887122, 0.54445255, 0.59369034, 0.96801335, 0.83043474, 0.86065465]	[(0.6932385563850403, 0.22429651021957397, 0.9458978772163391, 0.9012854695320129), (0.4625261127948761, 0.13784299790859222, 0.5684642195701599, 0.1974256932735443), (0.7309718728065491, 0.34446027874946594, 0.8490715622901917, 0.38039639592170715), (0.716657817363739, 0.552736759185791, 0.825170636177063, 0.5909220576286316), (0.7250344157218933, 0.28218984603881836, 0.8610156178474426, 0.33225664496421814), (0.7331101894378662, 0.621091365814209, 0.9890891909599304, 0.700934648513794), (0.7277734279632568, 0.8304287791252136, 0.7895589470863342, 0.8477903008460999), (0.7337532639503479, 0.697556734085083, 0.8314563035964966, 0.731739342212677), (0.7281954884529114, 0.5148541331291199, 0.841806948184967, 0.5438040494918823), (0.7364216446876526, 0.8916541934013367, 0.8948591351509094, 0.9394440650939941), (0.7254486680030823, 0.4705452024936676, 0.9009832143783569, 0.5132037997245789), (0.7250934839248657, 0.05729173868894577, 0.9964478611946106, 0.1554573029279709), (0.7826024889945984, 0.6984988451004028, 0.9953984022140503, 0.8452164530754089), (0.724448025226593, 0.44678646326065063, 0.8300509452819824, 0.4718714952468872), (0.777637779712677, 0.05081651732325554, 0.8702035546302795, 0.09900055080652237), (0.7578498721122742, 0.5131140947341919, 0.9983493089675903, 0.643638014793396), (0.7246444821357727, 0.38592517375946045, 0.8280535936355591, 0.4110109508037567), (0.7302671074867249, 0.8869561553001404, 0.8927159905433655, 0.9239323735237122)]	Test_Output_Data/D9Ql3mmWsAEPaet-2019-08-27-110737.jpg
Netlight Copenhagen/Dn7Q-wxWkAA7xV-.jpg	Copenhagen	[u'person', u'person', u'handbag', u'person', u'person', u'person', u'person', u'horse']	[0.9997743, 0.99873453, 0.7991423, 0.9990589, 0.9981762, 0.99567705, 0.9545233, 0.023963112]	[(0.147233247756958, 0.6567851901054382, 0.9823576807975769, 0.9706582427024841), (0.41084712743759155, 0.10483592748641968, 0.9848138689994812, 0.40866610407829285), (0.5157466530799866, 0.48526519536972046, 0.6842446327209473, 0.5429973006248474), (0.17174525558948517, 0.2818899154663086, 0.9819875359535217, 0.5326499342918396), (0.19280216097831726, 0.49800387024879456, 0.994019091129303, 0.6793395280838013), (0.37795254588127136, 0.0, 0.7486214637756348, 0.08838371932506561), (0.3414723873138428, 0.9365831613540649, 0.6970606446266174, 0.9996905326843262), (0.49186810851097107, 0.11752206087112427, 0.5932906270027161, 0.1885201632976532)]	Test_Output_Data/Dn7Q-wxWkAA7xV--2019-08-27-110753.jpg
Netlight Copenhagen/NL-sthlm-19-320x320.jpg	Copenhagen	[u'person', u'horse', u'person', u'tie']	[0.96830183, 0.0017602944, 0.9989662, 0.65343004]	[(0.09428227692842484, 0.002422332763671875, 0.9975103735923767, 0.37506261467933655), (0.12924304604530334, 0.0029921468812972307, 0.8736950755119324, 0.29600799083709717), (0.07596985250711441, 0.31731897592544556, 0.982401967048645, 0.9805748462677002), (0.4037626385688782, 0.5956121683120728, 0.612533450126648, 0.692351222038269)]	Test_Output_Data/NL-sthlm-19-320x320-2019-08-27-110808.jpg
Netlight Copenhagen/NL-sthlm-23-X2-320x320.jpg	Copenhagen	[u'person', u'horse', u'person']	[0.99899143, 0.2756431, 0.85008013]	[(0.3945417106151581, 0.27815189957618713, 0.9939988255500793, 0.9362049698829651), (0.057916007936000824, 0.0, 0.8721179366111755, 0.6006191372871399), (0.24312737584114075, 0.15561503171920776, 0.9487529993057251, 0.8434913158416748)]	Test_Output_Data/NL-sthlm-23-X2-320x320-2019-08-27-110822.jpg
Netlight Copenhagen/NL-sthlm-24-X2-320x320.jpg	Copenhagen	[u'wine glass', u'person', u'person', u'wine glass', u'laptop']	[0.0005525854, 0.99907255, 0.99619293, 0.0006573355, 0.9119081]	[(0.9717252850532532, 0.36291027069091797, 0.998461127281189, 0.42403891682624817), (0.375059574842453, 0.011676610447466373, 0.9890057444572449, 0.47476452589035034), (0.5396249294281006, 0.48659151792526245, 0.9891160130500793, 0.7999496459960938), (0.9193449020385742, 0.9469935297966003, 0.9883183240890503, 0.9931228756904602), (0.8428046107292175, 0.7012431621551514, 0.9948071241378784, 0.9338490962982178)]	Test_Output_Data/NL-sthlm-24-X2-320x320-2019-08-27-110837.jpg
Netlight Copenhagen/NL-sthlm1-18-X3-320x320.jpg	Copenhagen	[u'person', u'wine glass', u'wine glass', u'dining table', u'person', u'person', u'wine glass', u'laptop', u'laptop', u'wine glass', u'person', u'chair', u'chair', u'horse', u'chair']	[0.98818284, 0.0049199853, 0.007727889, 0.83807737, 0.9790998, 0.9288962, 0.0022398655, 0.9823746, 0.9035222, 0.07485449, 0.9304141, 0.9853136, 0.94019616, 0.0019425617, 0.9721105]	[(0.2676919996738434, 0.0008131027570925653, 0.8791192770004272, 0.24686290323734283), (0.4751921594142914, 0.24461233615875244, 0.5499134659767151, 0.2977575361728668), (0.4797714352607727, 0.24089229106903076, 0.5503450632095337, 0.27795925736427307), (0.6049142479896545, 0.7192812561988831, 0.9709199070930481, 0.9725417494773865), (0.3034932017326355, 0.48737260699272156, 0.9467319846153259, 0.8302924036979675), (0.31005874276161194, 0.48093080520629883, 0.5647867321968079, 0.5846059322357178), (0.5024616122245789, 0.22084465622901917, 0.5574246048927307, 0.2730065584182739), (0.47133246064186096, 0.3564543128013611, 0.5654006600379944, 0.49844029545783997), (0.45210710167884827, 0.11138565093278885, 0.5457448959350586, 0.25526100397109985), (0.47047337889671326, 0.22942566871643066, 0.552953839302063, 0.27436792850494385), (0.28533345460891724, 0.2827921211719513, 0.544034481048584, 0.45446351170539856), (0.5643081068992615, 0.21010562777519226, 0.9501221776008606, 0.43549633026123047), (0.6600551605224609, 0.912847638130188, 0.9883396625518799, 0.9959782958030701), (0.1424972414970398, 0.28079622983932495, 0.4005148410797119, 0.44288209080696106), (0.672721803188324, 0.4063091576099396, 0.9996396899223328, 0.7303313612937927)]	Test_Output_Data/NL-sthlm1-18-X3-320x320-2019-08-27-110851.jpg
Netlight Copenhagen/NetlightAdForWeb_KAtP1oN.png	Copenhagen	[u'person', u'bowl', u'umbrella', u'horse', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'person', u'bicycle', u'person']	[0.5324614, 0.9204678, 0.7469287, 0.08830326, 0.86147714, 0.75196344, 0.5846573, 0.67564523, 0.85833925, 0.798946, 0.5780405, 0.744955, 0.9465911, 0.5600786, 0.66744846]	[(0.7423638701438904, 0.6301956176757812, 0.779628574848175, 0.6609793305397034), (0.8520776033401489, 0.355790376663208, 0.9727533459663391, 0.5470329523086548), (0.21930287778377533, 0.6537492871284485, 0.5651588439941406, 0.888706386089325), (0.675990879535675, 0.7599449753761292, 0.8222247958183289, 0.9829184412956238), (0.13084541261196136, 0.0018422954017296433, 0.20175288617610931, 0.0971667468547821), (0.04374543949961662, 0.8274143934249878, 0.1588539034128189, 0.9429600238800049), (0.8633998036384583, 0.40019866824150085, 0.9690656065940857, 0.507220983505249), (0.42781487107276917, 0.10527072101831436, 0.5229377746582031, 0.23275868594646454), (0.7615463137626648, 0.5392745137214661, 0.8281294107437134, 0.6424890160560608), (0.6692112684249878, 0.7493207454681396, 0.8304117321968079, 0.9821791052818298), (0.7467197179794312, 0.4891799986362457, 0.8272823691368103, 0.5457056760787964), (0.09657448530197144, 0.2788603901863098, 0.16831904649734497, 0.33348652720451355), (0.7426935434341431, 0.32902178168296814, 0.8262768387794495, 0.3918119966983795), (0.11257437616586685, 0.19976899027824402, 0.16189348697662354, 0.23960790038108826), (0.7602311372756958, 0.5788329839706421, 0.8277873992919922, 0.6604751348495483)]	Test_Output_Data/NetlightAdForWeb_KAtP1oN-2019-08-27-110905.png
